AlOH_group_composition_grayscale_mean,AlOH_group_composition_grayscale_std,AlOH_group_composition_grayscale_dissimilarity,AlOH_group_composition_grayscale_correlation,AlOH_group_content_grayscale_mean,AlOH_group_content_grayscale_std,AlOH_group_content_grayscale_dissimilarity,AlOH_group_content_grayscale_correlation,FeOH_group_content_grayscale_mean,FeOH_group_content_grayscale_std,FeOH_group_content_grayscale_dissimilarity,FeOH_group_content_grayscale_correlation,Ferric_oxide_composition_grayscale_mean,Ferric_oxide_composition_grayscale_std,Ferric_oxide_composition_grayscale_dissimilarity,Ferric_oxide_composition_grayscale_correlation,Ferric_oxide_content_grayscale_mean,Ferric_oxide_content_grayscale_std,Ferric_oxide_content_grayscale_dissimilarity,Ferric_oxide_content_grayscale_correlation,Ferrous_iron_content_in_MgOH_grayscale_mean,Ferrous_iron_content_in_MgOH_grayscale_std,Ferrous_iron_content_in_MgOH_grayscale_dissimilarity,Ferrous_iron_content_in_MgOH_grayscale_correlation,Ferrous_iron_index_grayscale_mean,Ferrous_iron_index_grayscale_std,Ferrous_iron_index_grayscale_dissimilarity,Ferrous_iron_index_grayscale_correlation,Green_vegetation_content_grayscale_mean,Green_vegetation_content_grayscale_std,Green_vegetation_content_grayscale_dissimilarity,Green_vegetation_content_grayscale_correlation,Kaolin_group_index_grayscale_mean,Kaolin_group_index_grayscale_std,Kaolin_group_index_grayscale_dissimilarity,Kaolin_group_index_grayscale_correlation,MgOH_group_composition_grayscale_mean,MgOH_group_composition_grayscale_std,MgOH_group_composition_grayscale_dissimilarity,MgOH_group_composition_grayscale_correlation,MgOH_group_content_grayscale_mean,MgOH_group_content_grayscale_std,MgOH_group_content_grayscale_dissimilarity,MgOH_group_content_grayscale_correlation,Opaque_index_grayscale_mean,Opaque_index_grayscale_std,Opaque_index_grayscale_dissimilarity,Opaque_index_grayscale_correlation,Quartz_index_grayscale_mean,Quartz_index_grayscale_std,Quartz_index_grayscale_dissimilarity,Quartz_index_grayscale_correlation,Silica_index_grayscale_mean,Silica_index_grayscale_std,Silica_index_grayscale_dissimilarity,Silica_index_grayscale_correlation
11.608810424804688,35.69403076171875,21.284933316817373,0.06499696874853575,6.5884480476379395,16.709552764892578,11.44225607993724,0.09570929579449523,13.886268615722656,38.07224655151367,20.63544324703745,0.3200515518599859,42.20325469970703,38.35322952270508,45.25938312894834,0.5008617728636364,71.62255096435547,64.20425415039062,49.215640612742064,0.5316806828649214,5.282177448272705,13.176407814025879,7.756001486436267,0.3204023112462158,22.331039428710938,30.119787216186523,20.81393946901193,0.5154982140326665,59.29541015625,58.76263427734375,41.370634625707105,0.5647386906971266,14.440155982971191,36.20415496826172,21.317676204632726,0.297499843049208,16.751020431518555,43.87862777709961,24.913142574012138,0.3038230323405336,16.59394645690918,41.28496170043945,23.191775052644616,0.3527551996321842,6.273695945739746,21.134897232055664,11.522441058672944,0.13703058545796823,42.23696517944336,48.180938720703125,51.20146520146521,0.2146373435110604,46.4498291015625,36.68330383300781,33.51495726495726,0.42048955482569345
80.09395599365234,38.1005973815918,50.81951360502085,0.012584489039610233,56.62416076660156,18.930986404418945,39.73973326726951,0.04340483375757641,4.114093780517578,11.386163711547852,14.757364053016225,0.04353931273697428,91.12751770019531,36.397743225097656,41.59307981336967,0.10469461379621171,99.22147369384766,39.533836364746094,36.4670795656303,0.15357690142308245,39.342281341552734,44.29231262207031,52.73863495602627,0.09493042019135534,106.71812438964844,22.869949340820312,26.717601882819277,0.0493127480031068,11.1744966506958,23.089767456054688,21.619455799165948,0.057870745793135475,25.409395217895508,30.241758346557617,59.56102233783394,0.06870388295910446,60.3355712890625,71.74307250976562,70.93970849333165,0.0640462817743902,28.416107177734375,30.683073043823242,55.475841281638395,0.07533433318645616,1.0,0.0,0.0,1.0,83.5999984741211,25.640594482421875,43.91270436478177,0.11040349004242504,57.400001525878906,7.391887664794922,25.93137843107845,0.22020942675362556
0.0,0.0,9.371130104463438,0.05462017329068973,0.0,0.0,14.895239274949416,0.11761541645541325,0.6000000238418579,0.4898979365825653,3.7175358189850933,0.2408280079176599,99.80000305175781,7.756287574768066,50.54785911887361,0.25074436448855,103.80000305175781,10.906878471374512,41.371468681613614,0.2252899853147038,1.399999976158142,0.800000011920929,6.542235434989057,0.2914438185630997,67.80000305175781,3.310588836669922,32.51902225525414,0.2483291489738872,19.399999618530273,15.460918426513672,29.06028324868905,0.3631081534142587,2.4000000953674316,1.4966628551483154,6.0141459184937425,0.30050144314192784,1.399999976158142,1.3564659357070923,8.42519509476031,0.27525297935301263,0.4000000059604645,0.4898979663848877,6.263223089310045,0.3008132486255635,1.0,0.0,0.5878442545109215,0.1000275149884899,1.0,0.0,7.424628768561573,0.09886572939522817,0.20000000298023224,0.4000000059604645,28.99422528873557,0.4137721978921165
89.80000305175781,20.798076629638672,30.62811841942277,0.12604386184848032,59.400001525878906,11.926441192626953,19.715603451835335,0.14883928876172267,14.0,23.021728515625,20.96969321607003,0.07731181090209002,110.19999694824219,4.261455059051514,42.503522028159715,0.40207811420242673,107.5999984741211,14.164745330810547,29.957950369544584,0.3600509642963757,149.60000610351562,33.428131103515625,54.304868078781126,0.31409676444239487,103.19999694824219,21.53508758544922,35.29426483339526,0.5446376763645348,0.0,0.0,1.0259135389570173,0.1484828602476588,58.79999923706055,9.516302108764648,50.26078698542467,0.1168519485498314,102.5999984741211,59.331607818603516,43.813229282794495,0.09591962888322052,68.0,8.602325439453125,43.098600272513316,0.11703802854322617,0.0,0.0,0.049663487344646776,0.531269631889972,21.200000762939453,28.343605041503906,44.99863801452785,0.11573007391345774,62.599998474121094,10.5185546875,37.03329297820823,0.4404553800039004
0.6000000238418579,0.4898979365825653,9.463448775587505,0.06605327793133367,0.0,0.0,9.933526011560694,0.15312353381281757,0.20000000298023224,0.40000003576278687,7.077787658712514,0.10972446846854358,1.0,0.0,28.190068013767434,0.543512917718482,1.0,0.0,29.420952522108593,0.5837564977701799,0.20000000298023224,0.40000003576278687,5.048515389555852,0.13282729464766155,0.6000000238418579,0.4898979365825653,16.115878662121435,0.3066840597053279,102.0,21.97270965576172,35.988949821319764,0.6081215404457699,0.0,0.0,8.64678951962189,0.13858864817965716,0.20000000298023224,0.40000003576278687,7.907078042916192,0.1144102743566633,0.0,0.0,10.109456054542761,0.1368048136618096,1.2000000476837158,0.9797958731651306,7.966100159741779,0.1986498452192859,0.0,0.0,32.49557387057388,0.3771826878392156,0.6000000238418579,0.4898979365825653,23.523275335775335,0.3389649567425744
132.60000610351562,14.623269081115723,63.434328419835666,0.11619725455294924,71.4000015258789,15.615376472473145,31.636904909368674,0.10198430967814458,2.0,1.095445156097412,19.97592799042075,0.06293464598029931,105.5999984741211,7.0597453117370605,38.26881374127752,0.13832163607090822,97.5999984741211,10.111379623413086,37.5959783640943,0.17011769890241857,59.400001525878906,8.236504554748535,37.542879557372316,0.21319850127276252,70.0,15.006665229797363,32.64910194475412,0.3332558352549305,1.399999976158142,1.9595916271209717,15.505404847433832,0.2255903265106649,3.0,1.2649110555648804,31.916776084892028,0.15355687457869716,146.60000610351562,56.62720489501953,76.4281762252777,0.14241167430280394,64.80000305175781,9.703608512878418,46.75136876006441,0.13508829739745448,1.0,0.0,2.598835624922582,0.37883701972490935,2.5999999046325684,2.416609048843384,20.291313559322035,0.3257222057209465,25.0,20.581544876098633,38.674182808716715,0.4509781977545796
53.0,20.159364700317383,31.90826589595376,0.07115273355365748,49.0,9.359487533569336,24.32056977704377,0.15970370172925874,3.799999952316284,2.9257476329803467,23.876919900908344,0.4308767040611546,111.5999984741211,18.30409812927246,35.55096614368292,0.4891195640359706,60.400001525878906,12.224565505981445,29.00214698596201,0.27077543256058767,48.20000076293945,45.01288604736328,46.60477291494634,0.2211221656935986,115.80000305175781,10.146920204162598,18.898398018166805,0.24612249827862973,1.0,0.0,2.895061932287366,0.12797285844807052,48.400001525878906,34.71368408203125,37.67900082576383,0.11407183637060174,39.400001525878906,30.64375877380371,44.1989347646573,0.19712695631082428,29.200000762939453,23.033889770507812,34.31383154417837,0.3152215913195142,1.0,0.0,7.675672997522707,0.8390503642206147,1.2000000476837158,1.4696937799453735,7.52274114774115,0.07231380390139046,67.0,3.7947330474853516,36.83508852258852,0.7347520972028077
32.400001525878906,22.676860809326172,35.11769772256729,0.13829478240288645,62.20000076293945,3.6000001430511475,38.082451345755686,0.15729987809617377,42.400001525878906,34.7021598815918,29.635759834368525,0.4112093362013668,108.80000305175781,14.469277381896973,30.621192546583845,0.5805310817526442,62.0,15.192103385925293,26.49493995859213,0.5967813424291619,124.4000015258789,3.3823068141937256,29.37354037267081,0.6703504331185781,138.8000030517578,8.997777938842773,32.197109730848865,0.37346523187277125,1.0,0.0,13.344786749482395,0.5408094780871023,88.5999984741211,20.74222755432129,29.678666666666654,0.6133528869199995,16.0,8.390470504760742,14.425573498964802,0.3576674423903818,62.20000076293945,6.55438756942749,23.920662525879916,0.617546990286736,1.2000000476837158,0.4000000059604645,17.322252587991724,0.5286948299457591,15.800000190734863,26.156452178955078,32.35110808562136,0.22764539392792557,66.5999984741211,4.029888153076172,33.53982300884955,0.4680777605280069
53.0,24.52753448486328,51.56144927536231,0.030265934682456263,57.400001525878906,27.155845642089844,34.667436853002066,0.05262271748020486,2.200000047683716,1.600000023841858,11.706559006211181,0.04278793252087151,74.4000015258789,34.41278839111328,36.40930848861284,0.026294615052004037,100.80000305175781,28.371816635131836,33.21574327122154,0.05989125612621991,15.199999809265137,26.42271614074707,47.276488612836445,0.05756752150665571,114.5999984741211,19.965970993041992,18.48609523809524,0.01614345176866921,21.200000762939453,27.4910888671875,19.203354037267076,0.0572651757445662,23.600000381469727,43.213890075683594,36.97898964803313,0.06463336799563986,42.20000076293945,80.90340423583984,55.34724637681158,0.038101529356609855,12.399999618530273,20.8863582611084,39.154393374741204,0.04133246657765693,1.0,0.0,0.0477184265010352,0.08582527167262632,34.400001525878906,43.232391357421875,50.25881205939703,0.10332392836789825,70.0,3.6878178119659424,49.011549422528866,0.27442991383494697
93.0,67.18333435058594,45.446058330451386,0.04015975525561877,54.0,18.984203338623047,45.898819228299,0.069350775490334,2.200000047683716,1.720465064048767,15.361395187984789,0.054039309526179705,109.4000015258789,27.008146286010742,37.84979332378176,0.12040624450170963,73.4000015258789,19.65298843383789,32.97068656028194,0.12431952989395383,59.400001525878906,77.52058410644531,66.07493042175125,0.05872399656459695,131.1999969482422,37.48813247680664,21.691541919865617,0.09102174728462026,0.800000011920929,0.7483315467834473,15.300372181875069,0.09451412224425439,35.0,37.2182731628418,43.25006175584211,0.07187320132617774,58.79999923706055,70.96871948242188,60.91640729212984,0.051757962281889544,23.200000762939453,26.34691619873047,47.08738039951913,0.06912665611627813,0.0,0.0,0.0796568022001548,0.08980394783379525,84.80000305175781,45.46822738647461,50.09905372405373,0.08810909633634845,81.5999984741211,7.552483081817627,34.383852258852265,0.2534154827851691
